heading,hs_code,code_format,description,duty_rate
29.41,285000509999,28.50.00.50.99.99,,
28.52,285210100000,28.52.10.10.00.00,,
28.52,285210200000,28.52.10.20.00.00,,
28.52,285210300000,28.52.10.30.00.00,,
28.52,285210400000,28.52.10.40.00.00,,
28.52,285210500000,28.52.10.50.00.00,,
28.52,285210600000,28.52.10.60.00.00,,
28.52,285210700000,28.52.10.70.00.00,,
28.52,285210800000,28.52.10.80.00.00,,
28.52,285210910000,28.52.10.91.00.00,,
28.52,285210920000,28.52.10.92.00.00,,
28.52,285210990000,28.52.10.99.00.00,,
28.52,285290100000,28.52.90.10.00.00,,
28.52,285290200000,28.52.90.20.00.00,,
28.52,285290300000,28.52.90.30.00.00,,
28.52,285290900000,28.52.90.90.00.00,,
28.53,285310000000,28.53.10.00.00.00,,
28.53,285390100000,28.53.90.10.00.00,,
28.53,285390200000,28.53.90.20.00.00,,
28.43,285390300000,28.53.90.30.00.00,,
28.43,285390900000,28.53.90.90.00.00,,
29.01,290110100000,29.01.10.10.00.00,,
29.01,290110200000,29.01.10.20.00.00,,
29.01,290110300000,29.01.10.30.00.00,,
29.01,290110400000,29.01.10.40.00.00,,
29.01,290110500000,29.01.10.50.00.00,,
29.01,290110600000,29.01.10.60.00.00,,
29.01,290110900000,29.01.10.90.00.00,,
29.01,290121000000,29.01.21.00.00.00,,
29.01,290122000000,29.01.22.00.00.00,,
29.01,290123000000,29.01.23.00.00.00,,
29.01,290124000000,29.01.24.00.00.00,,
29.01,290129100000,29.01.29.10.00.00,,
29.01,290129200000,29.01.29.20.00.00,,
29.01,290129300000,29.01.29.30.00.00,,
29.01,290129400000,29.01.29.40.00.00,,
29.01,290129500000,29.01.29.50.00.00,,
29.01,290129600000,29.01.29.60.00.00,,
29.01,290129900001,29.01.29.90.00.01,,
29.01,290129900002,29.01.29.90.00.02,,
29.01,290129900003,29.01.29.90.00.03,,
29.01,290129900004,29.01.29.90.00.04,,
29.01,290129900005,29.01.29.90.00.05,,
29.01,290129900006,29.01.29.90.00.06,,
29.01,290129900007,29.01.29.90.00.07,,
29.01,290129900008,29.01.29.90.00.08,,
29.01,290129900009,29.01.29.90.00.09,,
29.01,290129900010,29.01.29.90.00.10,,
29.01,290129900011,29.01.29.90.00.11,,
29.01,290129900012,29.01.29.90.00.12,,
29.01,290129909999,29.01.29.90.99.99,,
29.02,290211000000,29.02.11.00.00.00,,
29.02,290219000000,29.02.19.00.00.00,,
29.02,290220000000,29.02.20.00.00.00,,
29.02,290230000000,29.02.30.00.00.00,,
29.02,290241000000,29.02.41.00.00.00,,
29.02,290242000000,29.02.42.00.00.00,,
29.02,290243000000,29.02.43.00.00.00,,
29.02,290244000000,29.02.44.00.00.00,,
29.02,290250000000,29.02.50.00.00.00,,
29.02,290260000000,29.02.60.00.00.00,,
29.02,290270000000,29.02.70.00.00.00,,
29.02,290290100000,29.02.90.10.00.00,,
29.02,290290200000,29.02.90.20.00.00,,
29.02,290290900000,29.02.90.90.00.00,,
29.03,290311000001,29.03.11.00.00.01,,
29.03,290311000002,29.03.11.00.00.02,,
29.03,290312000000,29.03.12.00.00.00,,
29.03,290313000000,29.03.13.00.00.00,,
29.03,290314000000,29.03.14.00.00.00,,
29.03,290315000000,29.03.15.00.00.00,,
29.03,290319100000,29.03.19.10.00.00,,
29.03,290319900001,29.03.19.90.00.01,,
29.03,290319900002,29.03.19.90.00.02,,
29.03,290319909999,29.03.19.90.99.99,,
29.03,290321000000,29.03.21.00.00.00,,
29.03,290322000000,29.03.22.00.00.00,,
29.03,290323000000,29.03.23.00.00.00,,
29.03,290329000000,29.03.29.00.00.00,,
29.03,290341000000,29.03.41.00.00.00,,
29.03,290342000000,29.03.42.00.00.00,,
29.03,290343000001,29.03.43.00.00.01,,
29.03,290343000002,29.03.43.00.00.02,,
29.03,290344000001,29.03.44.00.00.01,,
29.03,290344000002,29.03.44.00.00.02,,
29.03,290345000000,29.03.45.00.00.00,,
29.03,290346000001,29.03.46.00.00.01,,
29.03,290346000002,29.03.46.00.00.02,,
29.03,290347000000,29.03.47.00.00.00,,
29.03,290351000001,29.03.51.00.00.01,,
29.03,290351000002,29.03.51.00.00.02,,
29.03,290348000001,29.03.48.00.00.01,,
29.03,290348000002,29.03.48.00.00.02,,
29.03,290349000000,29.03.49.00.00.00,,
29.03,290359100000,29.03.59.10.00.00,,
29.03,290359900000,29.03.59.90.00.00,,
29.03,290361000000,29.03.61.00.00.00,,
29.03,290362000000,29.03.62.00.00.00,,
29.03,290369000000,29.03.69.00.00.00,,
42.14,290371000000,29.03.71.00.00.00,,
42.14,290372000000,29.03.72.00.00.00,,
42.14,290373000000,29.03.73.00.00.00,,
42.14,290374000000,29.03.74.00.00.00,,
25.22,290375000000,29.03.75.00.00.00,,
25.22,290376000001,29.03.76.00.00.01,,
25.22,290376000002,29.03.76.00.00.02,,
25.22,290376000003,29.03.76.00.00.03,,
25.22,290377100000,29.03.77.10.00.00,,
25.22,290377200000,29.03.77.20.00.00,,
25.22,290377300000,29.03.77.30.00.00,,
25.22,290377400000,29.03.77.40.00.00,,
25.22,290377500000,29.03.77.50.00.00,,
25.22,290377600000,29.03.77.60.00.00,,
25.22,290377700000,29.03.77.70.00.00,,
25.22,290377800000,29.03.77.80.00.00,,
25.22,290379100000,29.03.79.10.00.00,,
25.22,290379200000,29.03.79.20.00.00,,
25.22,290379300000,29.03.79.30.00.00,,
25.22,290379400000,29.03.79.40.00.00,,
25.22,290377910000,29.03.77.91.00.00,,
25.22,290377920000,29.03.77.92.00.00,,
25.22,290377930000,29.03.77.93.00.00,,
25.22,290377940000,29.03.77.94.00.00,,
25.22,290377950000,29.03.77.95.00.00,,
25.22,290377990003,29.03.77.99.00.03,,
25.22,290377990005,29.03.77.99.00.05,,
25.22,290377999999,29.03.77.99.99.99,,
25.22,290378000000,29.03.78.00.00.00,,
25.22,290379900001,29.03.79.90.00.01,,
25.22,290379909999,29.03.79.90.99.99,,
25.22,290381000000,29.03.81.00.00.00,,
25.22,290382000000,29.03.82.00.00.00,,
25.22,290383000000,29.03.83.00.00.00,,
25.22,290389100000,29.03.89.10.00.00,,
25.22,290389900001,29.03.89.90.00.01,,
25.22,290389900002,29.03.89.90.00.02,,
25.22,290389909999,29.03.89.90.99.99,,
25.22,290391000001,29.03.91.00.00.01,,
25.22,290391000002,29.03.91.00.00.02,,
25.22,290391000003,29.03.91.00.00.03,,
25.22,290392000001,29.03.92.00.00.01,,
25.22,290392000002,29.03.92.00.00.02,,
25.22,290393000000,29.03.93.00.00.00,,
25.22,290394000000,29.03.94.00.00.00,,
25.22,290399000001,29.03.99.00.00.01,,
25.22,290399000002,29.03.99.00.00.02,,
25.22,290399000003,29.03.99.00.00.03,,
25.22,290399000004,29.03.99.00.00.04,,
25.22,290399009999,29.03.99.00.99.99,,
29.04,290410000000,29.04.10.00.00.00,,
29.04,290420110000,29.04.20.11.00.00,,
29.04,290420120000,29.04.20.12.00.00,,
29.04,290420130000,29.04.20.13.00.00,,
29.04,290420140000,29.04.20.14.00.00,,
29.04,290420200001,29.04.20.20.00.01,,
29.04,290420200002,29.04.20.20.00.02,,
29.04,290420900001,29.04.20.90.00.01,,
29.04,290420900002,29.04.20.90.00.02,,
29.04,290420900003,29.04.20.90.00.03,,
29.04,290420900004,29.04.20.90.00.04,,
29.04,290420900005,29.04.20.90.00.05,,
29.04,290420900006,29.04.20.90.00.06,,
29.04,290420900007,29.04.20.90.00.07,,
29.04,290420900008,29.04.20.90.00.08,,
29.04,290420900009,29.04.20.90.00.09,,
29.04,290420900010,29.04.20.90.00.10,,
29.04,290420900011,29.04.20.90.00.11,,
29.04,290420900012,29.04.20.90.00.12,,
29.04,290431000000,29.04.31.00.00.00,,
29.04,290432000000,29.04.32.00.00.00,,
29.04,290433000000,29.04.33.00.00.00,,
29.04,290434000000,29.04.34.00.00.00,,
29.04,290435000000,29.04.35.00.00.00,,
29.04,290436000000,29.04.36.00.00.00,,
29.04,290491000000,29.04.91.00.00.00,,
29.04,290499000000,29.04.99.00.00.00,,
29.04,290420900013,29.04.20.90.00.13,,
29.04,290420909999,29.04.20.90.99.99,,
29.05,290511000000,29.05.11.00.00.00,,
29.05,290512000001,29.05.12.00.00.01,,
29.05,290512000002,29.05.12.00.00.02,,
29.05,290513000000,29.05.13.00.00.00,,
29.05,290514000000,29.05.14.00.00.00,,
29.05,290516000000,29.05.16.00.00.00,,
29.05,290517000000,29.05.17.00.00.00,,
29.05,290519100000,29.05.19.10.00.00,,
29.05,290519200000,29.05.19.20.00.00,,
29.05,290519900001,29.05.19.90.00.01,,
29.05,290519900002,29.05.19.90.00.02,,
29.05,290519900003,29.05.19.90.00.03,,
29.05,290519909999,29.05.19.90.99.99,,
29.05,290522000000,29.05.22.00.00.00,,
29.05,290529000001,29.05.29.00.00.01,,
29.05,290529000002,29.05.29.00.00.02,,
29.05,290529000003,29.05.29.00.00.03,,
29.05,290529009999,29.05.29.00.99.99,,
29.05,290531000000,29.05.31.00.00.00,,
29.05,290532000000,29.05.32.00.00.00,,
29.05,290539000001,29.05.39.00.00.01,,
29.05,290539000002,29.05.39.00.00.02,,
29.05,290539000003,29.05.39.00.00.03,,
29.05,290539009999,29.05.39.00.99.99,,
29.05,290541000000,29.05.41.00.00.00,,
29.05,290542000000,29.05.42.00.00.00,,
29.05,290543000000,29.05.43.00.00.00,,
29.05,290544000000,29.05.44.00.00.00,,
29.05,290545000000,29.05.45.00.00.00,,
29.05,290549100000,29.05.49.10.00.00,,
29.05,290549200000,29.05.49.20.00.00,,
29.05,290549300000,29.05.49.30.00.00,,
29.05,290549400000,29.05.49.40.00.00,,
29.05,290549900000,29.05.49.90.00.00,,
29.05,290551000000,29.05.51.00.00.00,,
29.05,290559000001,29.05.59.00.00.01,,
29.05,290559009999,29.05.59.00.99.99,,
29.05,290611000000,29.06.11.00.00.00,,
29.05,290612000000,29.06.12.00.00.00,,
29.05,290613000000,29.06.13.00.00.00,,
29.06,290619000001,29.06.19.00.00.01,,
29.06,290619009999,29.06.19.00.99.99,,
29.06,290621000000,29.06.21.00.00.00,,
29.06,290629000001,29.06.29.00.00.01,,
29.06,290629000002,29.06.29.00.00.02,,
29.06,290629009999,29.06.29.00.99.99,,
29.07,290711100000,29.07.11.10.00.00,,
29.07,290711200000,29.07.11.20.00.00,,
29.07,290711900001,29.07.11.90.00.01,,
29.07,290711900002,29.07.11.90.00.02,,
29.07,290711900003,29.07.11.90.00.03,,
29.07,290711909999,29.07.11.90.99.99,,
29.07,290712000000,29.07.12.00.00.00,,
29.07,290713000000,29.07.13.00.00.00,,
29.07,290715000000,29.07.15.00.00.00,,
29.07,290719000000,29.07.19.00.00.00,,
29.07,290721000000,29.07.21.00.00.00,,
29.07,290722000000,29.07.22.00.00.00,,
29.07,290729009999,29.07.29.00.99.99,,
29.08,290811000000,29.08.11.00.00.00,,
29.08,290892000000,29.08.92.00.00.00,,
29.08,290819000001,29.08.19.00.00.01,,
29.08,290819000002,29.08.19.00.00.02,,
29.08,290819009999,29.08.19.00.99.99,,
29.08,290891000000,29.08.91.00.00.00,,
29.08,290899100000,29.08.99.10.00.00,,
29.08,290899200000,29.08.99.20.00.00,,
29.08,290899900001,29.08.99.90.00.01,,
29.08,290899900002,29.08.99.90.00.02,,
29.08,290899909999,29.08.99.90.99.99,,
29.09,290911000000,29.09.11.00.00.00,,
29.09,290919100000,29.09.19.10.00.00,,
29.09,290919910000,29.09.19.91.00.00,,
29.09,290919920000,29.09.19.92.00.00,,
29.09,290919930000,29.09.19.93.00.00,,
29.09,290919940000,29.09.19.94.00.00,,
29.09,290919990000,29.09.19.99.00.00,,
29.09,290920000000,29.09.20.00.00.00,,
29.09,290930000000,29.09.30.00.00.00,,
29.09,290941000000,29.09.41.00.00.00,,
29.09,290943000000,29.09.43.00.00.00,,
29.09,290944000000,29.09.44.00.00.00,,
29.09,290949000000,29.09.49.00.00.00,,
29.09,290950000000,29.09.50.00.00.00,,
29.09,290729000004,29.07.29.00.00.04,,
29.09,290729000001,29.07.29.00.00.01,,
29.09,290729000002,29.07.29.00.00.02,,
29.09,290729000003,29.07.29.00.00.03,,
29.09,290723000000,29.07.23.00.00.00,,
29.09,290960100000,29.09.60.10.00.00,,
29.09,290960900000,29.09.60.90.00.00,,
29.10,291010000000,29.10.10.00.00.00,,
29.10,291020000000,29.10.20.00.00.00,,
29.10,291030000000,29.10.30.00.00.00,,
29.10,291040000000,29.10.40.00.00.00,,
29.10,291050000000,29.10.50.00.00.00,,
29.10,291090000001,29.10.90.00.00.01,,
29.10,291090009999,29.10.90.00.99.99,,
29.11,291100000001,29.11.00.00.00.01,,
29.11,291100000002,29.11.00.00.00.02,,
29.11,291100000003,29.11.00.00.00.03,,
29.11,291100009999,29.11.00.00.99.99,,
29.12,291211000000,29.12.11.00.00.00,,
29.12,291212000000,29.12.12.00.00.00,,
29.12,291219000001,29.12.19.00.00.01,,
29.12,291219000002,29.12.19.00.00.02,,
29.12,291219000003,29.12.19.00.00.03,,
29.13,291300000000,29.13.00.00.00.00,,
29.12,291419000001,29.14.19.00.00.01,,
29.12,291419009999,29.14.19.00.99.99,,
29.12,291249000001,29.12.49.00.00.01,,
29.12,291249000002,29.12.49.00.00.02,,
29.12,291249000003,29.12.49.00.00.03,,
29.12,291249000004,29.12.49.00.00.04,,
29.12,291249009999,29.12.49.00.99.99,,
29.12,291250000000,29.12.50.00.00.00,,
29.12,291260000000,29.12.60.00.00.00,,
29.12,291413000000,29.14.13.00.00.00,,
29.12,291242000000,29.12.42.00.00.00,,
29.12,291241000000,29.12.41.00.00.00,,
29.12,291229000001,29.12.29.00.00.01,,
29.12,291229000002,29.12.29.00.00.02,,
29.12,291229000003,29.12.29.00.00.03,,
29.12,291229000004,29.12.29.00.00.04,,
29.12,291229009999,29.12.29.00.99.99,,
29.12,291221000000,29.12.21.00.00.00,,
29.12,291411000000,29.14.11.00.00.00,,
29.12,291412000000,29.14.12.00.00.00,,
29.12,291219000004,29.12.19.00.00.04,,
29.12,291219000005,29.12.19.00.00.05,,
29.12,291219000006,29.12.19.00.00.06,,
29.12,291219000007,29.12.19.00.00.07,,
29.12,291219000008,29.12.19.00.00.08,,
29.12,291219000009,29.12.19.00.00.09,,
29.12,291219000010,29.12.19.00.00.10,,
29.12,291219000011,29.12.19.00.00.11,,
29.12,291219009999,29.12.19.00.99.99,,
29.12,291422000001,29.14.22.00.00.01,,
29.12,291422000002,29.14.22.00.00.02,,
29.12,291423000001,29.14.23.00.00.01,,
29.12,291423000002,29.14.23.00.00.02,,
29.12,291429000000,29.14.29.00.00.00,,
29.12,291431000000,29.14.31.00.00.00,,
29.12,291439000000,29.14.39.00.00.00,,
29.12,291450000000,29.14.50.00.00.00,,
29.12,291440000001,29.14.40.00.00.01,,
29.12,291440000002,29.14.40.00.00.02,,
29.12,291461000000,29.14.61.00.00.00,,
29.12,291462000000,29.14.62.00.00.00,,
29.12,291469000001,29.14.69.00.00.01,,
29.12,291469000002,29.14.69.00.00.02,,
29.12,291469000003,29.14.69.00.00.03,,
29.12,291469009999,29.14.69.00.99.99,,
29.12,291471000000,29.14.71.00.00.00,,
29.12,291479000001,29.14.79.00.00.01,,
29.12,291479009999,29.14.79.00.99.99,,
29.15,291511000000,29.15.11.00.00.00,,
29.15,291512000001,29.15.12.00.00.01,,
29.15,291512000002,29.15.12.00.00.02,,
29.15,291512000003,29.15.12.00.00.03,,
29.15,291512000004,29.15.12.00.00.04,,
29.15,291512009999,29.15.12.00.99.99,,
29.15,291513000001,29.15.13.00.00.01,,
29.15,291513000002,29.15.13.00.00.02,,
29.15,291513000003,29.15.13.00.00.03,,
29.15,291513000004,29.15.13.00.00.04,,
29.15,291513000005,29.15.13.00.00.05,,
29.15,291513009999,29.15.13.00.99.99,,
29.15,291521100000,29.15.21.10.00.00,,
29.15,291521200000,29.15.21.20.00.00,,
29.15,291531000000,29.15.31.00.00.00,,
29.15,291532000000,29.15.32.00.00.00,,
29.15,291533000000,29.15.33.00.00.00,,
29.15,291536000000,29.15.36.00.00.00,,
29.15,291539000001,29.15.39.00.00.01,,
29.15,291539000002,29.15.39.00.00.02,,
29.15,291539000003,29.15.39.00.00.03,,
29.15,291539000004,29.15.39.00.00.04,,
29.15,291539000005,29.15.39.00.00.05,,
29.15,291539000006,29.15.39.00.00.06,,
29.15,291539000007,29.15.39.00.00.07,,
29.15,291539009999,29.15.39.00.99.99,,
29.15,291540000001,29.15.40.00.00.01,,
29.15,291540000002,29.15.40.00.00.02,,
29.15,291540000003,29.15.40.00.00.03,,
29.15,291550000000,29.15.50.00.00.00,,
29.15,291560000001,29.15.60.00.00.01,,
29.15,291560000002,29.15.60.00.00.02,,
29.15,291570110000,29.15.70.11.00.00,,
29.15,291570190000,29.15.70.19.00.00,,
29.15,291570900001,29.15.70.90.00.01,,
29.15,291570900002,29.15.70.90.00.02,,
29.15,291570900003,29.15.70.90.00.03,,
29.15,291570900004,29.15.70.90.00.04,,
29.15,291570900005,29.15.70.90.00.05,,
29.15,291570909999,29.15.70.90.99.99,,
29.15,291590000001,29.15.90.00.00.01,,
29.15,291590000002,29.15.90.00.00.02,,
29.15,291590000003,29.15.90.00.00.03,,
29.15,291590000004,29.15.90.00.00.04,,
29.15,291590000005,29.15.90.00.00.05,,
29.15,291590009999,29.15.90.00.99.99,,
29.16,291611000000,29.16.11.00.00.00,,
29.16,291612000000,29.16.12.00.00.00,,
29.16,291613000000,29.16.13.00.00.00,,
29.16,291614000000,29.16.14.00.00.00,,
29.16,291529000001,29.15.29.00.00.01,,
29.16,291529000002,29.15.29.00.00.02,,
29.16,291529000003,29.15.29.00.00.03,,
29.16,291529000004,29.15.29.00.00.04,,
29.16,291529000005,29.15.29.00.00.05,,
29.16,291529000006,29.15.29.00.00.06,,
29.16,291529000007,29.15.29.00.00.07,,
29.16,291529000008,29.15.29.00.00.08,,
29.16,291529000009,29.15.29.00.00.09,,
29.16,291529000010,29.15.29.00.00.10,,
29.16,291529000011,29.15.29.00.00.11,,
29.16,291529009999,29.15.29.00.99.99,,
29.16,291524000000,29.15.24.00.00.00,,
29.16,291615000001,29.16.15.00.00.01,,
29.16,291615000002,29.16.15.00.00.02,,
29.16,291615000003,29.16.15.00.00.03,,
29.16,291616000000,29.16.16.00.00.00,,
29.16,291619000001,29.16.19.00.00.01,,
29.16,291619000002,29.16.19.00.00.02,,
29.16,291619009999,29.16.19.00.99.99,,
29.16,291620000000,29.16.20.00.00.00,,
29.16,291631100000,29.16.31.10.00.00,,
29.16,291631200001,29.16.31.20.00.01,,
29.16,291631200002,29.16.31.20.00.02,,
29.16,291631200003,29.16.31.20.00.03,,
29.16,291631200004,29.16.31.20.00.04,,
29.16,291631209999,29.16.31.20.99.99,,
29.16,291632000001,29.16.32.00.00.01,,
29.16,291632000002,29.16.32.00.00.02,,
29.16,291634000000,29.16.34.00.00.00,,
29.16,291639000001,29.16.39.00.00.01,,
29.16,291639000002,29.16.39.00.00.02,,
29.16,291639000003,29.16.39.00.00.03,,
29.16,291639000004,29.16.39.00.00.04,,
29.16,291639000005,29.16.39.00.00.05,,
29.16,291639000006,29.16.39.00.00.06,,
29.16,291639000007,29.16.39.00.00.07,,
29.16,291639000008,29.16.39.00.00.08,,
29.16,291639000009,29.16.39.00.00.09,,
29.16,291639000010,29.16.39.00.00.10,,
29.16,291639000011,29.16.39.00.00.11,,
29.16,291639000012,29.16.39.00.00.12,,
29.16,291639000013,29.16.39.00.00.13,,
29.16,291639009999,29.16.39.00.99.99,,
29.17,291711000001,29.17.11.00.00.01,,
29.17,291711000002,29.17.11.00.00.02,,
29.17,291711000003,29.17.11.00.00.03,,
29.17,291711000004,29.17.11.00.00.04,,
29.17,291711000005,29.17.11.00.00.05,,
29.17,291711009999,29.17.11.00.99.99,,
29.17,291712000000,29.17.12.00.00.00,,
29.17,291713000001,29.17.13.00.00.01,,
29.17,291713000002,29.17.13.00.00.02,,
29.17,291714000000,29.17.14.00.00.00,,
29.17,291719000001,29.17.19.00.00.01,,
29.17,291719000002,29.17.19.00.00.02,,
29.17,291719000003,29.17.19.00.00.03,,
29.17,291719009999,29.17.19.00.99.99,,
29.17,291720000000,29.17.20.00.00.00,,
29.17,291732000000,29.17.32.00.00.00,,
29.17,291733000000,29.17.33.00.00.00,,
29.17,291734000000,29.17.34.00.00.00,,
29.17,291735000000,29.17.35.00.00.00,,
29.17,291736000000,29.17.36.00.00.00,,
29.17,291737000000,29.17.37.00.00.00,,
29.17,291739100000,29.17.39.10.00.00,,
29.17,291739900001,29.17.39.90.00.01,,
29.17,291739900002,29.17.39.90.00.02,,
29.17,291739909999,29.17.39.90.99.99,,
29.18,291811000001,29.18.11.00.00.01,,
29.18,291811000002,29.18.11.00.00.02,,
29.18,291811000003,29.18.11.00.00.03,,
29.18,291811000004,29.18.11.00.00.04,,
29.18,291811000005,29.18.11.00.00.05,,
29.18,291811000006,29.18.11.00.00.06,,
29.18,291811000007,29.18.11.00.00.07,,
29.18,291811000008,29.18.11.00.00.08,,
29.18,291811000009,29.18.11.00.00.09,,
29.18,291811000010,29.18.11.00.00.10,,
29.18,291811009999,29.18.11.00.99.99,,
29.18,291812000000,29.18.12.00.00.00,,
29.18,291813000001,29.18.13.00.00.01,,
29.18,291813000002,29.18.13.00.00.02,,
29.18,291813000003,29.18.13.00.00.03,,
29.18,291813000004,29.18.13.00.00.04,,
29.18,291813000005,29.18.13.00.00.05,,
29.18,291813000006,29.18.13.00.00.06,,
29.18,291813000007,29.18.13.00.00.07,,
29.18,291813000008,29.18.13.00.00.08,,
29.18,291813000009,29.18.13.00.00.09,,
29.18,291813000010,29.18.13.00.00.10,,
29.18,291813009999,29.18.13.00.99.99,,
29.18,291814000000,29.18.14.00.00.00,,
29.18,291815100000,29.18.15.10.00.00,,
29.18,291815200000,29.18.15.20.00.00,,
29.18,291815300000,29.18.15.30.00.00,,
29.18,291815900001,29.18.15.90.00.01,,
29.18,291815900002,29.18.15.90.00.02,,
29.18,291815900003,29.18.15.90.00.03,,
29.18,291815900004,29.18.15.90.00.04,,
29.18,291815900005,29.18.15.90.00.05,,
29.18,291815900006,29.18.15.90.00.06,,
29.18,291815909999,29.18.15.90.99.99,,
29.18,291816000001,29.18.16.00.00.01,,
29.18,291816000002,29.18.16.00.00.02,,
29.18,291816009999,29.18.16.00.99.99,,
29.18,291817000000,29.18.17.00.00.00,,
29.18,291818000000,29.18.18.00.00.00,,
29.18,291819000001,29.18.19.00.00.01,,
29.18,291819000002,29.18.19.00.00.02,,
29.18,291819000003,29.18.19.00.00.03,,
29.18,291819009999,29.18.19.00.99.99,,
29.18,291830100000,29.18.30.10.00.00,,
29.18,291830200000,29.18.30.20.00.00,,
29.18,291830300000,29.18.30.30.00.00,,
29.18,291830400000,29.18.30.40.00.00,,
29.18,291899100000,29.18.99.10.00.00,,
29.18,291899900001,29.18.99.90.00.01,,
29.18,291899909999,29.18.99.90.99.99,,
29.19,291910000000,29.19.10.00.00.00,,
29.19,291990000001,29.19.90.00.00.01,,
29.19,291990000002,29.19.90.00.00.02,,
29.19,291990000003,29.19.90.00.00.03,,
29.19,291990000004,29.19.90.00.00.04,,
29.19,291990000005,29.19.90.00.00.05,,
29.19,291990009999,29.19.90.00.99.99,,
29.19,291891000000,29.18.91.00.00.00,,
29.19,291830900000,29.18.30.90.00.00,,
29.19,291829000001,29.18.29.00.00.01,,
29.19,291829000002,29.18.29.00.00.02,,
29.19,291829000003,29.18.29.00.00.03,,
29.19,291829000004,29.18.29.00.00.04,,
29.19,291829000005,29.18.29.00.00.05,,
29.19,291829000006,29.18.29.00.00.06,,
29.19,291829000007,29.18.29.00.00.07,,
29.19,291829000008,29.18.29.00.00.08,,
29.19,291829000009,29.18.29.00.00.09,,
29.19,291829000010,29.18.29.00.00.10,,
29.19,291829000011,29.18.29.00.00.11,,
29.19,291829000012,29.18.29.00.00.12,,
29.19,291829000013,29.18.29.00.00.13,,
29.19,291829009999,29.18.29.00.99.99,,
29.19,291823000001,29.18.23.00.00.01,,
29.19,291823000002,29.18.23.00.00.02,,
29.19,291823000003,29.18.23.00.00.03,,
29.19,291823000004,29.18.23.00.00.04,,
29.19,291823000005,29.18.23.00.00.05,,
29.19,291823000006,29.18.23.00.00.06,,
29.19,291823000007,29.18.23.00.00.07,,
29.19,291823000008,29.18.23.00.00.08,,
29.19,291823009999,29.18.23.00.99.99,,
29.19,291821000001,29.18.21.00.00.01,,
29.19,291821000002,29.18.21.00.00.02,,
29.19,291821000003,29.18.21.00.00.03,,
29.19,291821009999,29.18.21.00.99.99,,
29.19,291822000000,29.18.22.00.00.00,,
29.20,292011000000,29.20.11.00.00.00,,
29.20,292019000001,29.20.19.00.00.01,,
29.20,292019009999,29.20.19.00.99.99,,
29.20,292021000000,29.20.21.00.00.00,,
29.20,292022000000,29.20.22.00.00.00,,
29.20,292023000000,29.20.23.00.00.00,,
29.20,292024000000,29.20.24.00.00.00,,
29.20,292029000000,29.20.29.00.00.00,,
29.20,292030000000,29.20.30.00.00.00,,
29.20,292090500000,29.20.90.50.00.00,,
29.20,292090600000,29.20.90.60.00.00,,
29.20,292090700000,29.20.90.70.00.00,,
29.20,292090910000,29.20.90.91.00.00,,
29.20,292090990000,29.20.90.99.00.00,,
29.21,292111000001,29.21.11.00.00.01,,
29.21,292111000002,29.21.11.00.00.02,,
29.21,292111000003,29.21.11.00.00.03,,
29.21,292112000000,29.21.12.00.00.00,,
29.21,292113000000,29.21.13.00.00.00,,
29.21,292114000000,29.21.14.00.00.00,,
29.21,292119100000,29.21.19.10.00.00,,
29.21,292119200000,29.21.19.20.00.00,,
29.21,292119300000,29.21.19.30.00.00,,
29.21,292119400000,29.21.19.40.00.00,,
29.21,292119520000,29.21.19.52.00.00,,
29.21,292119540000,29.21.19.54.00.00,,
29.21,292119590001,29.21.19.59.00.01,,
29.21,292119599999,29.21.19.59.99.99,,
29.21,292119910000,29.21.19.91.00.00,,
29.21,292119990000,29.21.19.99.00.00,,
29.21,292121000000,29.21.21.00.00.00,,
29.21,292122000000,29.21.22.00.00.00,,
29.21,292130000000,29.21.30.00.00.00,,
29.21,292129000001,29.21.29.00.00.01,,
29.21,292129009999,29.21.29.00.99.99,,
29.21,292141000000,29.21.41.00.00.00,,
29.21,292142000002,29.21.42.00.00.02,,
29.21,292142000003,29.21.42.00.00.03,,
29.21,292142000004,29.21.42.00.00.04,,
29.21,292142009999,29.21.42.00.99.99,,
29.21,292143000000,29.21.43.00.00.00,,
29.21,292144000000,29.21.44.00.00.00,,
29.21,292145000000,29.21.45.00.00.00,,
29.21,292142000001,29.21.42.00.00.01,,
29.21,292146000001,29.21.46.00.00.01,,
29.21,292146000002,29.21.46.00.00.02,,
29.21,292146000003,29.21.46.00.00.03,,
29.21,292146000004,29.21.46.00.00.04,,
29.21,292146000005,29.21.46.00.00.05,,
29.21,292146000006,29.21.46.00.00.06,,
29.21,292146000007,29.21.46.00.00.07,,
29.21,292146000008,29.21.46.00.00.08,,
29.21,292146000009,29.21.46.00.00.09,,
29.21,292149000000,29.21.49.00.00.00,,
29.21,292151000000,29.21.51.00.00.00,,
29.21,292159000001,29.21.59.00.00.01,,
29.21,292159000002,29.21.59.00.00.02,,
29.21,292159000003,29.21.59.00.00.03,,
29.21,292159000004,29.21.59.00.00.04,,
29.21,292159009999,29.21.59.00.99.99,,
29.22,292211000000,29.22.11.00.00.00,,
29.22,292212000000,29.22.12.00.00.00,,
29.22,292214000000,29.22.14.00.00.00,,
29.22,292215000000,29.22.15.00.00.00,,
29.22,292216000000,29.22.16.00.00.00,,
29.22,292217100000,29.22.17.10.00.00,,
29.22,292217200000,29.22.17.20.00.00,,
