heading,hs_code,code_format,description,duty_rate
62.04,620439000001,62.04.39.00.00.01,,
62.04,620439000002,62.04.39.00.00.02,,
62.04,620439000004,62.04.39.00.00.04,,
62.04,620439009999,62.04.39.00.99.99,,
62.04,620441000000,62.04.41.00.00.00,,
62.04,620442000000,62.04.42.00.00.00,,
62.04,620443000000,62.04.43.00.00.00,,
62.04,620444000000,62.04.44.00.00.00,,
62.04,620449000000,62.04.49.00.00.00,,
62.04,620451000000,62.04.51.00.00.00,,
62.04,620452000000,62.04.52.00.00.00,,
62.04,620453000000,62.04.53.00.00.00,,
62.04,620459000001,62.04.59.00.00.01,,
62.04,620459000002,62.04.59.00.00.02,,
62.04,620459000004,62.04.59.00.00.04,,
62.04,620459009999,62.04.59.00.99.99,,
62.04,620461000001,62.04.61.00.00.01,,
62.04,620461000002,62.04.61.00.00.02,,
62.04,620461000003,62.04.61.00.00.03,,
62.04,620461000004,62.04.61.00.00.04,,
62.04,620461000005,62.04.61.00.00.05,,
62.04,620462000001,62.04.62.00.00.01,,
62.04,620462000002,62.04.62.00.00.02,,
62.04,620462000003,62.04.62.00.00.03,,
62.04,620462000004,62.04.62.00.00.04,,
62.04,620462000005,62.04.62.00.00.05,,
62.04,620463000004,62.04.63.00.00.04,,
62.04,620463000005,62.04.63.00.00.05,,
62.04,620469000019,62.04.69.00.00.19,,
62.04,620469000020,62.04.69.00.00.20,,
62.04,620469009999,62.04.69.00.99.99,,
62.04,620463000001,62.04.63.00.00.01,,
62.04,620463000002,62.04.63.00.00.02,,
62.04,620463000003,62.04.63.00.00.03,,
62.04,620469000001,62.04.69.00.00.01,,
62.04,620469000002,62.04.69.00.00.02,,
62.04,620469000003,62.04.69.00.00.03,,
62.04,620469000004,62.04.69.00.00.04,,
62.04,620469000005,62.04.69.00.00.05,,
62.04,620469000006,62.04.69.00.00.06,,
62.04,620469000007,62.04.69.00.00.07,,
62.04,620469000008,62.04.69.00.00.08,,
62.04,620469000009,62.04.69.00.00.09,,
62.04,620469000010,62.04.69.00.00.10,,
62.04,620469000016,62.04.69.00.00.16,,
62.04,620469000017,62.04.69.00.00.17,,
62.04,620469000018,62.04.69.00.00.18,,
62.05,620520000000,62.05.20.00.00.00,,
62.05,620530000000,62.05.30.00.00.00,,
62.05,620590000001,62.05.90.00.00.01,,
62.05,620590000002,62.05.90.00.00.02,,
62.05,620590009999,62.05.90.00.99.99,,
62.06,620610000001,62.06.10.00.00.01,,
62.06,620610000002,62.06.10.00.00.02,,
62.06,620610000003,62.06.10.00.00.03,,
62.06,620640000001,62.06.40.00.00.01,,
62.06,620640000002,62.06.40.00.00.02,,
62.06,620640000003,62.06.40.00.00.03,,
62.06,620690000001,62.06.90.00.00.01,,
62.06,620690000002,62.06.90.00.00.02,,
62.06,620690000003,62.06.90.00.00.03,,
62.06,620690000004,62.06.90.00.00.04,,
62.06,620690000005,62.06.90.00.00.05,,
62.06,620690000006,62.06.90.00.00.06,,
62.06,620690009999,62.06.90.00.99.99,,
62.06,620620000001,62.06.20.00.00.01,,
62.06,620620000002,62.06.20.00.00.02,,
62.06,620620000003,62.06.20.00.00.03,,
62.06,620630000001,62.06.30.00.00.01,,
62.06,620630000002,62.06.30.00.00.02,,
62.06,620630000003,62.06.30.00.00.03,,
62.07,620711000000,62.07.11.00.00.00,,
62.07,620719000001,62.07.19.00.00.01,,
62.07,620719000002,62.07.19.00.00.02,,
62.07,620719000004,62.07.19.00.00.04,,
62.07,620719009999,62.07.19.00.99.99,,
62.07,620721000001,62.07.21.00.00.01,,
62.07,620721000002,62.07.21.00.00.02,,
62.07,620722000001,62.07.22.00.00.01,,
62.07,620722000002,62.07.22.00.00.02,,
62.07,620791000001,62.07.91.00.00.01,,
62.07,620791000002,62.07.91.00.00.02,,
62.07,620791000003,62.07.91.00.00.03,,
62.07,620799000007,62.07.99.00.00.07,,
62.07,620799000008,62.07.99.00.00.08,,
62.07,620729000001,62.07.29.00.00.01,,
62.07,620729000002,62.07.29.00.00.02,,
62.07,620729000003,62.07.29.00.00.03,,
62.07,620729000004,62.07.29.00.00.04,,
62.07,620729009999,62.07.29.00.99.99,,
62.07,620799000001,62.07.99.00.00.01,,
62.07,620799000002,62.07.99.00.00.02,,
62.07,620799000003,62.07.99.00.00.03,,
62.07,620799000004,62.07.99.00.00.04,,
62.07,620799000005,62.07.99.00.00.05,,
62.07,620799000006,62.07.99.00.00.06,,
62.07,620930000004,62.09.30.00.00.04,,
56.03,620930000005,62.09.30.00.00.05,,
56.03,620930000006,62.09.30.00.00.06,,
56.03,620930000007,62.09.30.00.00.07,,
62.01,620899000001,62.08.99.00.00.01,,
62.01,620899000002,62.08.99.00.00.02,,
62.01,620899000003,62.08.99.00.00.03,,
62.01,620899000004,62.08.99.00.00.04,,
62.01,620899000005,62.08.99.00.00.05,,
62.01,620899000006,62.08.99.00.00.06,,
62.01,620899000007,62.08.99.00.00.07,,
62.01,620899000008,62.08.99.00.00.08,,
62.01,620899009999,62.08.99.00.99.99,,
62.01,620892000001,62.08.92.00.00.01,,
62.01,620892000002,62.08.92.00.00.02,,
62.01,620892000003,62.08.92.00.00.03,,
62.01,620892000004,62.08.92.00.00.04,,
62.01,620920000005,62.09.20.00.00.05,,
62.01,620920000006,62.09.20.00.00.06,,
62.01,620920000007,62.09.20.00.00.07,,
62.01,620920000008,62.09.20.00.00.08,,
62.01,620891000001,62.08.91.00.00.01,,
62.01,620891000002,62.08.91.00.00.02,,
62.01,620891000003,62.08.91.00.00.03,,
62.01,620891000004,62.08.91.00.00.04,,
62.01,620920000004,62.09.20.00.00.04,,
62.01,620829000001,62.08.29.00.00.01,,
62.01,620829000002,62.08.29.00.00.02,,
62.01,620829000003,62.08.29.00.00.03,,
62.01,620829000004,62.08.29.00.00.04,,
62.01,620829009999,62.08.29.00.99.99,,
62.01,620822000001,62.08.22.00.00.01,,
62.01,620822000002,62.08.22.00.00.02,,
62.01,620821000001,62.08.21.00.00.01,,
62.01,620821000002,62.08.21.00.00.02,,
62.01,620920000001,62.09.20.00.00.01,,
62.01,620920000002,62.09.20.00.00.02,,
62.01,620920000003,62.09.20.00.00.03,,
62.01,620819000001,62.08.19.00.00.01,,
62.01,620819000002,62.08.19.00.00.02,,
62.01,620819000003,62.08.19.00.00.03,,
62.01,620819000004,62.08.19.00.00.04,,
62.01,620819000005,62.08.19.00.00.05,,
62.01,620819000006,62.08.19.00.00.06,,
62.01,620819000007,62.08.19.00.00.07,,
62.01,620819000008,62.08.19.00.00.08,,
62.01,620819000009,62.08.19.00.00.09,,
62.01,620819009999,62.08.19.00.99.99,,
62.01,620811000001,62.08.11.00.00.01,,
62.01,620811000002,62.08.11.00.00.02,,
62.01,620811000003,62.08.11.00.00.03,,
62.08,620799000009,62.07.99.00.00.09,,
62.08,620799009999,62.07.99.00.99.99,,
62.09,620930000001,62.09.30.00.00.01,,
62.09,620930000002,62.09.30.00.00.02,,
62.09,620930000003,62.09.30.00.00.03,,
62.09,620990000001,62.09.90.00.00.01,,
62.09,620990000002,62.09.90.00.00.02,,
62.09,620990000003,62.09.90.00.00.03,,
62.09,620990000004,62.09.90.00.00.04,,
62.09,620990000005,62.09.90.00.00.05,,
62.09,620990000006,62.09.90.00.00.06,,
62.09,620990009999,62.09.90.00.99.99,,
62.10,621010100000,62.10.10.10.00.00,,
62.10,621010900001,62.10.10.90.00.01,,
62.10,621010900002,62.10.10.90.00.02,,
62.10,621010900003,62.10.10.90.00.03,,
62.10,621010900004,62.10.10.90.00.04,,
62.10,621010909999,62.10.10.90.99.99,,
62.01,621020000000,62.10.20.00.00.00,,
62.02,621030000000,62.10.30.00.00.00,,
62.02,621040000000,62.10.40.00.00.00,,
62.02,621050000000,62.10.50.00.00.00,,
62.11,621111000001,62.11.11.00.00.01,,
62.11,621111000002,62.11.11.00.00.02,,
62.12,621112000000,62.11.12.00.00.00,,
62.12,621120000000,62.11.20.00.00.00,,
62.12,621132100000,62.11.32.10.00.00,,
62.12,621132200000,62.11.32.20.00.00,,
62.12,621132900000,62.11.32.90.00.00,,
62.12,621133100000,62.11.33.10.00.00,,
62.12,621133200000,62.11.33.20.00.00,,
62.12,621133900000,62.11.33.90.00.00,,
62.12,621139100000,62.11.39.10.00.00,,
62.12,621139200001,62.11.39.20.00.01,,
62.12,621139200002,62.11.39.20.00.02,,
62.12,621139900000,62.11.39.90.00.00,,
62.12,621142000000,62.11.42.00.00.00,,
62.12,621143000000,62.11.43.00.00.00,,
62.12,621149000000,62.11.49.00.00.00,,
62.12,621210000000,62.12.10.00.00.00,,
62.12,621220000000,62.12.20.00.00.00,,
62.12,621230000000,62.12.30.00.00.00,,
62.12,621290000000,62.12.90.00.00.00,,
62.12,621600000000,62.16.00.00.00.00,,
62.13,621320000000,62.13.20.00.00.00,,
62.13,621390000000,62.13.90.00.00.00,,
62.14,621410000000,62.14.10.00.00.00,,
62.14,621420100000,62.14.20.10.00.00,,
62.14,621420200000,62.14.20.20.00.00,,
62.14,621420900001,62.14.20.90.00.01,,
62.14,621420900002,62.14.20.90.00.02,,
62.14,621420900003,62.14.20.90.00.03,,
62.14,621420900004,62.14.20.90.00.04,,
62.14,621420909999,62.14.20.90.99.99,,
62.14,621430100000,62.14.30.10.00.00,,
62.14,621430200000,62.14.30.20.00.00,,
62.14,621430300000,62.14.30.30.00.00,,
62.14,621430400000,62.14.30.40.00.00,,
62.14,621430900000,62.14.30.90.00.00,,
62.14,621440100000,62.14.40.10.00.00,,
62.14,621440200000,62.14.40.20.00.00,,
62.14,621440300000,62.14.40.30.00.00,,
62.14,621440400000,62.14.40.40.00.00,,
62.14,621440900000,62.14.40.90.00.00,,
62.14,621490110000,62.14.90.11.00.00,,
62.14,621490120000,62.14.90.12.00.00,,
62.14,621490130000,62.14.90.13.00.00,,
62.14,621490140000,62.14.90.14.00.00,,
62.14,621490190000,62.14.90.19.00.00,,
62.14,621490900000,62.14.90.90.00.00,,
62.15,621510000000,62.15.10.00.00.00,,
62.15,621520000000,62.15.20.00.00.00,,
62.15,621590000000,62.15.90.00.00.00,,
62.17,621710100000,62.17.10.10.00.00,,
62.17,621710200000,62.17.10.20.00.00,,
62.17,621710310000,62.17.10.31.00.00,,
62.17,621710400000,62.17.10.40.00.00,,
58.07,621710500000,62.17.10.50.00.00,,
58.07,621710600000,62.17.10.60.00.00,,
58.07,621710700000,62.17.10.70.00.00,,
62.16,621710390001,62.17.10.39.00.01,,
62.16,621710390002,62.17.10.39.00.02,,
62.16,621710390003,62.17.10.39.00.03,,
62.16,621710399999,62.17.10.39.99.99,,
62.16,621710900000,62.17.10.90.00.00,,
53.03,630110000000,63.01.10.00.00.00,,
53.03,630120000000,63.01.20.00.00.00,,
53.03,630130000000,63.01.30.00.00.00,,
53.03,630140000000,63.01.40.00.00.00,,
53.03,630190100000,63.01.90.10.00.00,,
53.03,630190900000,63.01.90.90.00.00,,
63.02,630210000000,63.02.10.00.00.00,,
63.02,630291400000,63.02.91.40.00.00,,
63.02,630291900000,63.02.91.90.00.00,,
63.02,630293000000,63.02.93.00.00.00,,
63.02,630299000000,63.02.99.00.00.00,,
63.02,630221000000,63.02.21.00.00.00,,
63.02,630222000000,63.02.22.00.00.00,,
63.02,630229000000,63.02.29.00.00.00,,
63.02,630231000000,63.02.31.00.00.00,,
63.02,630232000000,63.02.32.00.00.00,,
63.02,630239000000,63.02.39.00.00.00,,
63.02,630240000000,63.02.40.00.00.00,,
63.02,630251000000,63.02.51.00.00.00,,
63.02,630253000000,63.02.53.00.00.00,,
63.02,630259000000,63.02.59.00.00.00,,
63.02,630260000000,63.02.60.00.00.00,,
63.02,630291100000,63.02.91.10.00.00,,
63.02,630291200000,63.02.91.20.00.00,,
63.02,630291300000,63.02.91.30.00.00,,
63.03,630312000000,63.03.12.00.00.00,,
63.03,630319000000,63.03.19.00.00.00,,
63.03,630391100000,63.03.91.10.00.00,,
63.03,630391200000,63.03.91.20.00.00,,
63.03,630391900000,63.03.91.90.00.00,,
63.03,630392100000,63.03.92.10.00.00,,
63.03,630392200000,63.03.92.20.00.00,,
63.03,630392900000,63.03.92.90.00.00,,
63.03,630399000000,63.03.99.00.00.00,,
63.04,630411000000,63.04.11.00.00.00,,
63.04,630419000000,63.04.19.00.00.00,,
63.04,630420000000,63.04.20.00.00.00,,
63.04,630491100000,63.04.91.10.00.00,,
63.04,630491200000,63.04.91.20.00.00,,
63.04,630491900000,63.04.91.90.00.00,,
63.04,630492100000,63.04.92.10.00.00,,
63.04,630492200000,63.04.92.20.00.00,,
63.04,630492300000,63.04.92.30.00.00,,
63.04,630492400000,63.04.92.40.00.00,,
63.04,630492900000,63.04.92.90.00.00,,
63.04,630493100000,63.04.93.10.00.00,,
63.04,630493200000,63.04.93.20.00.00,,
63.04,630493300000,63.04.93.30.00.00,,
63.04,630493400000,63.04.93.40.00.00,,
63.04,630493900000,63.04.93.90.00.00,,
63.04,630499100000,63.04.99.10.00.00,,
63.04,630499200000,63.04.99.20.00.00,,
63.04,630499300000,63.04.99.30.00.00,,
63.04,630499400000,63.04.99.40.00.00,,
63.04,630499900000,63.04.99.90.00.00,,
53.03,630510100000,63.05.10.10.00.00,,
53.03,630510900000,63.05.10.90.00.00,,
53.03,630520000000,63.05.20.00.00.00,,
63.06,630533000000,63.05.33.00.00.00,,
63.06,630539000000,63.05.39.00.00.00,,
63.06,630590000000,63.05.90.00.00.00,,
63.06,630612100000,63.06.12.10.00.00,,
63.06,630612200000,63.06.12.20.00.00,,
63.06,630619100000,63.06.19.10.00.00,,
63.06,630619200000,63.06.19.20.00.00,,
63.06,630622100000,63.06.22.10.00.00,,
63.06,630622900000,63.06.22.90.00.00,,
63.06,630629100000,63.06.29.10.00.00,,
63.06,630629900000,63.06.29.90.00.00,,
63.06,630630000000,63.06.30.00.00.00,,
63.06,630640000000,63.06.40.00.00.00,,
63.06,630690000000,63.06.90.00.00.00,,
63.07,630710000001,63.07.10.00.00.01,,
63.07,630710000002,63.07.10.00.00.02,,
63.07,630710000003,63.07.10.00.00.03,,
63.07,630710000004,63.07.10.00.00.04,,
63.07,630720000000,63.07.20.00.00.00,,
63.07,630790100000,63.07.90.10.00.00,,
63.07,630790210000,63.07.90.21.00.00,,
63.07,630790290000,63.07.90.29.00.00,,
63.07,630790300000,63.07.90.30.00.00,,
63.07,630790400000,63.07.90.40.00.00,,
63.07,630790500000,63.07.90.50.00.00,,
63.07,630790600000,63.07.90.60.00.00,,
63.07,630790700000,63.07.90.70.00.00,,
63.06,630790800000,63.07.90.80.00.00,,
63.06,630790910000,63.07.90.91.00.00,,
63.06,630790920000,63.07.90.92.00.00,,
63.06,630790940000,63.07.90.94.00.00,,
63.06,630790950000,63.07.90.95.00.00,,
63.06,630790960000,63.07.90.96.00.00,,
63.06,630790970001,63.07.90.97.00.01,,
63.06,630790970002,63.07.90.97.00.02,,
63.06,630790970003,63.07.90.97.00.03,,
63.06,630790990000,63.07.90.99.00.00,,
63.06,630532000000,63.05.32.00.00.00,,
63.06,630800000000,63.08.00.00.00.00,,
63.08,630900000000,63.09.00.00.00.00,,
63.10,631010000000,63.10.10.00.00.00,,
63.10,631090000000,63.10.90.00.00.00,,
64.01,640110000001,64.01.10.00.00.01,,
64.01,640110000002,64.01.10.00.00.02,,
64.01,640192000001,64.01.92.00.00.01,,
64.01,640192000002,64.01.92.00.00.02,,
64.01,640199000000,64.01.99.00.00.00,,
64.02,640212000000,64.02.12.00.00.00,,
64.02,640219000001,64.02.19.00.00.01,,
64.02,640219000002,64.02.19.00.00.02,,
64.02,640220000000,64.02.20.00.00.00,,
64.02,640291000000,64.02.91.00.00.00,,
64.02,640299000000,64.02.99.00.00.00,,
64.03,640312000000,64.03.12.00.00.00,,
64.03,640319000000,64.03.19.00.00.00,,
64.03,640320000000,64.03.20.00.00.00,,
64.03,640340000000,64.03.40.00.00.00,,
64.03,640351100000,64.03.51.10.00.00,,
64.03,640351200000,64.03.51.20.00.00,,
64.03,640351300000,64.03.51.30.00.00,,
64.03,640359100000,64.03.59.10.00.00,,
64.03,640359200000,64.03.59.20.00.00,,
64.03,640359300000,64.03.59.30.00.00,,
64.03,640391100000,64.03.91.10.00.00,,
64.03,640391200000,64.03.91.20.00.00,,
64.03,640391300000,64.03.91.30.00.00,,
64.03,640399100000,64.03.99.10.00.00,,
64.03,640399200000,64.03.99.20.00.00,,
64.03,640399300000,64.03.99.30.00.00,,
64.04,640411000000,64.04.11.00.00.00,,
64.04,640419000000,64.04.19.00.00.00,,
64.04,640420000000,64.04.20.00.00.00,,
64.05,640510000001,64.05.10.00.00.01,,
64.05,640510000003,64.05.10.00.00.03,,
64.05,640510000005,64.05.10.00.00.05,,
64.05,640520000001,64.05.20.00.00.01,,
64.05,640520000003,64.05.20.00.00.03,,
64.05,640520000005,64.05.20.00.00.05,,
64.05,640520009999,64.05.20.00.99.99,,
64.05,640590000001,64.05.90.00.00.01,,
64.05,640590000003,64.05.90.00.00.03,,
64.05,640590000005,64.05.90.00.00.05,,
64.05,640590009999,64.05.90.00.99.99,,
64.06,640610000000,64.06.10.00.00.00,,
64.06,640620000000,64.06.20.00.00.00,,
64.06,640690000000,64.06.90.00.00.00,,
65.02,650100000000,65.01.00.00.00.00,,
65.01,650200000000,65.02.00.00.00.00,,
65.03,650400000000,65.04.00.00.00.00,,
65.05,650500100000,65.05.00.10.00.00,,
65.05,650500200000,65.05.00.20.00.00,,
65.05,650500300000,65.05.00.30.00.00,,
65.05,650500410000,65.05.00.41.00.00,,
65.05,650500490000,65.05.00.49.00.00,,
65.05,650500500000,65.05.00.50.00.00,,
65.05,650500600001,65.05.00.60.00.01,,
65.05,650500600002,65.05.00.60.00.02,,
65.05,650500700000,65.05.00.70.00.00,,
65.05,650500800000,65.05.00.80.00.00,,
65.05,650500900000,65.05.00.90.00.00,,
65.06,650610100000,65.06.10.10.00.00,,
65.06,650610200000,65.06.10.20.00.00,,
65.06,650610300000,65.06.10.30.00.00,,
65.06,650610400000,65.06.10.40.00.00,,
65.06,650610500000,65.06.10.50.00.00,,
65.06,650610900000,65.06.10.90.00.00,,
65.06,650699000001,65.06.99.00.00.01,,
65.06,650699000002,65.06.99.00.00.02,,
65.06,650699000003,65.06.99.00.00.03,,
65.06,650699000004,65.06.99.00.00.04,,
65.06,650699000005,65.06.99.00.00.05,,
65.06,650699000006,65.06.99.00.00.06,,
65.06,650699009999,65.06.99.00.99.99,,
65.06,650700000000,65.07.00.00.00.00,,
65.04,650691100000,65.06.91.10.00.00,,
65.04,650691900000,65.06.91.90.00.00,,
66.01,660110000001,66.01.10.00.00.01,,
66.01,660110000002,66.01.10.00.00.02,,
05.05,660191000000,66.01.91.00.00.00,,
05.05,660199000001,66.01.99.00.00.01,,
05.05,660199000002,66.01.99.00.00.02,,
05.05,660199000003,66.01.99.00.00.03,,
05.05,660199000004,66.01.99.00.00.04,,
05.05,660199009999,66.01.99.00.99.99,,
66.02,660200100001,66.02.00.10.00.01,,
66.02,660200100002,66.02.00.10.00.02,,
66.02,660200100003,66.02.00.10.00.03,,
66.02,660200100004,66.02.00.10.00.04,,
66.02,660200100005,66.02.00.10.00.05,,
66.02,660200100006,66.02.00.10.00.06,,
66.02,660200200000,66.02.00.20.00.00,,
66.02,660200900001,66.02.00.90.00.01,,
66.02,660200900002,66.02.00.90.00.02,,
66.02,660200909999,66.02.00.90.99.99,,
66.03,660320000001,66.03.20.00.00.01,,
66.03,660320000002,66.03.20.00.00.02,,
66.03,660320000003,66.03.20.00.00.03,,
66.03,660390000001,66.03.90.00.00.01,,
66.03,660390000002,66.03.90.00.00.02,,
66.03,660390009999,66.03.90.00.99.99,,
67.01,670100100000,67.01.00.10.00.00,,
67.01,670100900001,67.01.00.90.00.01,,
67.01,670100900002,67.01.00.90.00.02,,
67.01,670100909999,67.01.00.90.99.99,,
67.02,670210000000,67.02.10.00.00.00,,
67.02,670290100000,67.02.90.10.00.00,,
67.02,670290200000,67.02.90.20.00.00,,
67.02,670290900000,67.02.90.90.00.00,,
67.02,670300000000,67.03.00.00.00.00,,
67.04,670411000000,67.04.11.00.00.00,,
67.04,670419000001,67.04.19.00.00.01,,
67.04,670419000002,67.04.19.00.00.02,,
67.04,670419000003,67.04.19.00.00.03,,
67.04,670419000004,67.04.19.00.00.04,,
67.04,670419000005,67.04.19.00.00.05,,
67.04,670419009999,67.04.19.00.99.99,,
67.04,670420000000,67.04.20.00.00.00,,
25.16,670490000000,67.04.90.00.00.00,,
68.01,680100100000,68.01.00.10.00.00,,
68.01,680100200000,68.01.00.20.00.00,,
68.01,680100300000,68.01.00.30.00.00,,
68.01,680100400000,68.01.00.40.00.00,,
68.01,680100900000,68.01.00.90.00.00,,
68.02,680210000000,68.02.10.00.00.00,,
68.02,680221000000,68.02.21.00.00.00,,
68.02,680223000000,68.02.23.00.00.00,,
68.02,680229000000,68.02.29.00.00.00,,
68.02,680291100000,68.02.91.10.00.00,,
68.02,680291210000,68.02.91.21.00.00,,
68.02,680291220000,68.02.91.22.00.00,,
68.02,680291230000,68.02.91.23.00.00,,
68.02,680291290000,68.02.91.29.00.00,,
68.02,680291300000,68.02.91.30.00.00,,
68.02,680291400000,68.02.91.40.00.00,,
68.02,680291500000,68.02.91.50.00.00,,
68.02,680291600000,68.02.91.60.00.00,,
68.02,680291700000,68.02.91.70.00.00,,
68.02,680291900000,68.02.91.90.00.00,,
68.02,680292000000,68.02.92.00.00.00,,
68.02,680293000000,68.02.93.00.00.00,,
68.02,680299000000,68.02.99.00.00.00,,
68.03,680300100000,68.03.00.10.00.00,,
68.03,680300900000,68.03.00.90.00.00,,
68.04,680410000000,68.04.10.00.00.00,,
68.04,680421000000,68.04.21.00.00.00,,
68.04,680422000000,68.04.22.00.00.00,,
68.04,680423000000,68.04.23.00.00.00,,
68.04,680430000000,68.04.30.00.00.00,,
68.05,680510000000,68.05.10.00.00.00,,
68.12,680520000000,68.05.20.00.00.00,,
68.12,680530000000,68.05.30.00.00.00,,
68.06,680610000000,68.06.10.00.00.00,,
68.06,680620000000,68.06.20.00.00.00,,
68.06,680690000004,68.06.90.00.00.04,,
68.06,680690009999,68.06.90.00.99.99,,
68.07,680710000001,68.07.10.00.00.01,,
68.07,680710000002,68.07.10.00.00.02,,
68.07,680710000003,68.07.10.00.00.03,,
68.07,680710000004,68.07.10.00.00.04,,
68.07,680800000000,68.08.00.00.00.00,,
68.07,680911000000,68.09.11.00.00.00,,
68.07,680919100000,68.09.19.10.00.00,,
68.07,680919900000,68.09.19.90.00.00,,
68.07,680990100000,68.09.90.10.00.00,,
68.07,680990200000,68.09.90.20.00.00,,
68.07,680990300000,68.09.90.30.00.00,,
68.07,680990920000,68.09.90.92.00.00,,
68.07,680990990000,68.09.90.99.00.00,,
68.07,680990910000,68.09.90.91.00.00,,
68.10,681011000002,68.10.11.00.00.02,,
68.10,681011000003,68.10.11.00.00.03,,
68.10,681011000004,68.10.11.00.00.04,,
68.10,681011000005,68.10.11.00.00.05,,
68.09,680790200001,68.07.90.20.00.01,,
68.09,680790200002,68.07.90.20.00.02,,
68.09,680790300000,68.07.90.30.00.00,,
68.09,680790400000,68.07.90.40.00.00,,
68.09,680790900000,68.07.90.90.00.00,,
68.09,680790100000,68.07.90.10.00.00,,
68.09,681019100000,68.10.19.10.00.00,,
68.09,681019210001,68.10.19.21.00.01,,
68.09,681019210002,68.10.19.21.00.02,,
68.09,681019219999,68.10.19.21.99.99,,
68.09,681019220000,68.10.19.22.00.00,,
68.09,681019230000,68.10.19.23.00.00,,
68.09,681019290000,68.10.19.29.00.00,,
68.09,681019900000,68.10.19.90.00.00,,
68.09,681091000000,68.10.91.00.00.00,,
68.09,681099100000,68.10.99.10.00.00,,
68.09,681099900000,68.10.99.90.00.00,,
68.11,681140000000,68.11.40.00.00.00,,
68.11,681181000000,68.11.81.00.00.00,,
68.11,681182000000,68.11.82.00.00.00,,
68.11,681189100000,68.11.89.10.00.00,,
68.11,681189200000,68.11.89.20.00.00,,
68.11,681189300000,68.11.89.30.00.00,,
68.11,681189900001,68.11.89.90.00.01,,
68.11,681189909999,68.11.89.90.99.99,,
68.12,681280000000,68.12.80.00.00.00,,
68.12,681291000001,68.12.91.00.00.01,,
68.12,681291000002,68.12.91.00.00.02,,
68.12,681291000003,68.12.91.00.00.03,,
68.12,681291000004,68.12.91.00.00.04,,
68.12,681299000001,68.12.99.00.00.01,,
68.12,681299000002,68.12.99.00.00.02,,
68.12,681299009999,68.12.99.00.99.99,,
68.13,681320000000,68.13.20.00.00.00,,
68.13,681381000001,68.13.81.00.00.01,,
68.13,681381000002,68.13.81.00.00.02,,
68.13,681389000001,68.13.89.00.00.01,,
68.13,681389000002,68.13.89.00.00.02,,
68.13,681389000003,68.13.89.00.00.03,,
68.13,681389000004,68.13.89.00.00.04,,
68.13,681389000005,68.13.89.00.00.05,,
68.13,681389000006,68.13.89.00.00.06,,
68.13,681389000007,68.13.89.00.00.07,,
68.13,681389009999,68.13.89.00.99.99,,
68.14,681410000000,68.14.10.00.00.00,,
68.14,681490100001,68.14.90.10.00.01,,
68.14,681490100002,68.14.90.10.00.02,,
68.14,681490109999,68.14.90.10.99.99,,
68.14,681490900001,68.14.90.90.00.01,,
68.14,681490909999,68.14.90.90.99.99,,
68.15,681511000000,68.15.11.00.00.00,,
68.15,681512000000,68.15.12.00.00.00,,
68.15,681513100000,68.15.13.10.00.00,,
68.15,681513200000,68.15.13.20.00.00,,
68.15,681513300000,68.15.13.30.00.00,,
68.15,681513400000,68.15.13.40.00.00,,
68.15,681513900000,68.15.13.90.00.00,,
68.15,681519100000,68.15.19.10.00.00,,
68.15,681519200000,68.15.19.20.00.00,,
68.15,681519300000,68.15.19.30.00.00,,
68.15,681519400000,68.15.19.40.00.00,,
68.15,681519500000,68.15.19.50.00.00,,
68.15,681519900000,68.15.19.90.00.00,,
68.15,681520100000,68.15.20.10.00.00,,
68.15,681520200000,68.15.20.20.00.00,,
68.15,681520300000,68.15.20.30.00.00,,
68.15,681520900000,68.15.20.90.00.00,,
68.15,681591100000,68.15.91.10.00.00,,
68.15,681591200000,68.15.91.20.00.00,,
68.15,681591900000,68.15.91.90.00.00,,
68.15,681599100000,68.15.99.10.00.00,,
68.15,681599200000,68.15.99.20.00.00,,
68.15,681599300001,68.15.99.30.00.01,,
68.15,681599300002,68.15.99.30.00.02,,
68.15,681599400000,68.15.99.40.00.00,,
68.15,681599500001,68.15.99.50.00.01,,
68.15,681599500002,68.15.99.50.00.02,,
68.15,681599500003,68.15.99.50.00.03,,
68.15,681599900000,68.15.99.90.00.00,,
69.03,690100000000,69.01.00.00.00.00,,
69.02,690210000000,69.02.10.00.00.00,,
69.02,690220000000,69.02.20.00.00.00,,
69.02,690290000000,69.02.90.00.00.00,,
69.03,690310000000,69.03.10.00.00.00,,
69.03,690320000000,69.03.20.00.00.00,,
69.03,690390000000,69.03.90.00.00.00,,
69.04,690410000000,69.04.10.00.00.00,,
69.04,690490000000,69.04.90.00.00.00,,
69.05,690510000000,69.05.10.00.00.00,,
69.05,690600000000,69.06.00.00.00.00,,
07.30,690590100000,69.05.90.10.00.00,,
07.30,690590200000,69.05.90.20.00.00,,
07.30,690590900000,69.05.90.90.00.00,,
69.07,690721000000,69.07.21.00.00.00,,
69.07,690721000901,69.07.21.00.09.01,,
69.07,690721000902,69.07.21.00.09.02,,
69.07,690721000903,69.07.21.00.09.03,,
69.07,690721000904,69.07.21.00.09.04,,
69.07,690721000905,69.07.21.00.09.05,,
69.07,690721000906,69.07.21.00.09.06,,
69.07,690721000907,69.07.21.00.09.07,,
69.07,690721000908,69.07.21.00.09.08,,
69.07,690721000909,69.07.21.00.09.09,,
69.07,690722000000,69.07.22.00.00.00,,
