hs_code,code_format,description,duty_rate,efta,sg,usa,chapter,heading
090240000000,09.02.40.00.00.00, .)مته (ماتيه,,,,,9,09.02
090300000000,09.03.00.00.00.00, فلفل من جنس بيبر ؛ ثمار من جنس كابسكوم (فليفلة باردة) أو من جنس بيمنتا . مجففة أو مجروشه أو مسحوقة، )(فليفلة حارة,,,,,9,09.02
090411000000,09.04.11.00.00.00, : ) ثمار من جنس كابسكوم (فليفلة باردة) أو من جنس بيمنتا (فليفلة حارةغير مجروشة وال مسحوقة، مجففة- مجروشه أو مسحوقة- .فانيال,,,,,9,09.04
090412000000,09.04.12.00.00.00, : ) ثمار من جنس كابسكوم (فليفلة باردة) أو من جنس بيمنتا (فليفلة حارةغير مجروشة وال مسحوقة، مجففة- مجروشه أو مسحوقة- .فانيال غير مجروشه وال مسحوقة مجروشه أو مسحوقة.قرفة وأزهار شجرة القرفة,,,,,9,09.04
090421000000,09.04.21.00.00.00, ) قرفة (سيناموم زيالنيكوم بلوم- -,,,,,9,09.04
090422000000,09.04.22.00.00.00, ) قرفة (سيناموم زيالنيكوم بلوم- -,,,,,9,09.04
090611000000,09.06.11.00.00.00, غيرها- مجروشة أو مسحوقة.)قرنفل (كبوش وسيقان وثمار غير مجروشه وال مسحوقة مجروشه أو مسحوقة. )جوزة الطيب وبسباسته و حب الهال (قاقلة,,,,,9,09.04
090619000000,09.06.19.00.00.00, غير مجروشة وال مسحوقة- -,,,,,9,09.04
090620000000,09.06.20.00.00.00, غير مجروشة وال مسحوقة- -,,,,,9,09.04
090821000000,09.08.21.00.00.00, مجروشه أو مسحوقة- -,,,,,9,09.04
090822000000,09.08.22.00.00.00, : ) حب الهال (قاقلة-,,,,,9,09.04
090510000000,09.05.10.00.00.00, 09.06,,,,,9,09.05
090520000000,09.05.20.00.00.00, 09.06 09.07,,,,,9,09.05
090710000000,09.07.10.00.00.00, 09.08,,,,,9,09.07
090720000000,09.07.20.00.00.00, 09.08,,,,,9,09.07
090811000000,09.08.11.00.00.00, A,,,,,9,09.08
090812000000,09.08.12.00.00.00, A,,,,,9,09.08
090921000000,09.09.21.00.00.00,,,,,,9,09.08
090922000000,09.09.22.00.00.00,,,,,,9,09.08
090931000000,09.09.31.00.00.00, غير مجروشه وال مسحوقة- مجروشه أو مسحوقة- -,,,,,9,09.08
090932000000,09.09.32.00.00.00, غير مجروشه وال مسحوقة- مجروشه أو مسحوقة- -,,,,,9,09.08
090961000000,09.09.61.00.00.00, .زنجبيل وزعفران وكركم وزعتر وأوراق غار (رند) وكاري وبهارات وتوابل أخر,,,,,9,09.08
090962000000,09.09.62.00.00.00, .زنجبيل وزعفران وكركم وزعتر وأوراق غار (رند) وكاري وبهارات وتوابل أخر : زنجبيل غير مجروش وال مسحوق- مجروش أو مسحوق- زعفران: كركم غير مجروش وال مسحوق- - مجروش أو مسحوق- - : بهارات وتوابل أخر-,,,,,9,09.08
091011000000,09.10.11.00.00.00,,,,,,9,09.10
091012000000,09.10.12.00.00.00,,,,,,9,09.10
091020000000,09.10.20.00.00.00,,,,,,9,09.10
091030100000,09.10.30.10.00.00, : ب من هذا الفصل/1 مخاليط مذكورة في المالحظة- مخاليط بهارات لحم- - مخاليط بهارات سمك- - مخاليط بهارات دجاج- - ب من هذا/1 غيرها من مخاليط بهارات وتوابل اخر مذكورة في المالحظة- - الفصل,,,,,9,09.10
091030200000,09.10.30.20.00.00, : ب من هذا الفصل/1 مخاليط مذكورة في المالحظة- مخاليط بهارات لحم- - مخاليط بهارات سمك- - مخاليط بهارات دجاج- - ب من هذا/1 غيرها من مخاليط بهارات وتوابل اخر مذكورة في المالحظة- - الفصل : غيرها- حلبه- - : ) زعتر و أوراق غار (رند- - زعتر- - - ) أوراق غار (رند- - - كاري- - غيرها- - -,,,,,9,09.10
091091100000,09.10.91.10.00.00,,,,,,9,09.10
091091200000,09.10.91.20.00.00,,,,,,9,09.10
091091300000,09.10.91.30.00.00,,,,,,9,09.10
091091900000,09.10.91.90.00.00,,,,,,9,09.10
091099100000,09.10.99.10.00.00,,,,,,9,09.10
091099210000,09.10.99.21.00.00,,,,,,9,09.10
091099220000,09.10.99.22.00.00,,,,,,9,09.10
091099300000,09.10.99.30.00.00, Chapter 10,,,,,9,09.10
091099900000,09.10.99.90.00.00, Chapter 10,,,,,9,09.10
090831000000,09.08.31.00.00.00, فـئة الرسم,,,,,7,10.05
090832000000,09.08.32.00.00.00, فـئة الرسم DUTY RATE,,,,,7,10.05
100119000004,10.01.19.00.00.04, C,,,,,7,10.01
100119009999,10.01.19.00.99.99, C,,,,,7,10.01
100111000000,10.01.11.00.00.00,,,,,,7,10.01
100191000000,10.01.91.00.00.00,,,,,,7,10.01
100199100003,10.01.99.10.00.03,,,,,,7,10.01
100199100004,10.01.99.10.00.04,,,,,,7,10.01
100199200005,10.01.99.20.00.05, 10.02,,,,,7,10.01
100199200006,10.01.99.20.00.06, 10.02,,,,,7,10.01
100199300000,10.01.99.30.00.00, 10.02,,,,,7,10.01
100210000000,10.02.10.00.00.00, 10.03,,,,,7,10.02
100290000000,10.02.90.00.00.00, 10.03,,,,,7,10.02
100310000000,10.03.10.00.00.00, 10.04,,,,,7,10.03
100390000000,10.03.90.00.00.00, 10.04,,,,,7,10.03
100410000000,10.04.10.00.00.00, 10.05,,,,,7,10.04
100490100000,10.04.90.10.00.00, 10.05,,,,,7,10.04
100490200000,10.04.90.20.00.00, 10.05,,,,,7,10.04
100510000000,10.05.10.00.00.00,,,,,,7,10.05
100590100000,10.05.90.10.00.00,,,,,,7,10.05
100590200000,10.05.90.20.00.00, 10.06,,,,,7,10.05
100590300000,10.05.90.30.00.00, 10.06,,,,,7,10.05
100590900000,10.05.90.90.00.00, 10.06,,,,,7,10.05
100610000000,10.06.10.00.00.00, ً أرز مضروب كليا ً أو جزئيا ً وإن كان ممسوحا ً أو ملمعا-,,,,,7,10.06
100620000000,10.06.20.00.00.00, ً أرز مضروب كليا ً أو جزئيا ً وإن كان ممسوحا ً أو ملمعا-,,,,,7,10.06
100630000000,10.06.30.00.00.00, أرز مكسر.حبوب السورغوم تقاوي للبذار غيرها-,,,,,7,10.06
100640000000,10.06.40.00.00.00, 10.07,,,,,7,10.06
100710000000,10.07.10.00.00.00, .حنطة سوداء ودخن وحبوب العصافير؛ حبوب أخر,,,,,7,10.07
100790000000,10.07.90.00.00.00, .حنطة سوداء ودخن وحبوب العصافير؛ حبوب أخر حنطة سوداء: دخن تقاوي للبذار- غيرها- حبوب العصافير) فونيو (من أنواع ديجيتاريا) كوينو (تشينو بوديوم كوينو تريتايكيل-,,,,,7,10.07
100810000000,10.08.10.00.00.00,,,,,,7,10.08
100821000000,10.08.21.00.00.00,,,,,,7,10.08
100829000000,10.08.29.00.00.00,,,,,,7,10.08
100830000000,10.08.30.00.00.00,,,,,,7,10.08
100840000000,10.08.40.00.00.00,,,,,,7,10.08
100850000000,10.08.50.00.00.00, A,,,,,7,10.08
100860000000,10.08.60.00.00.00, A,,,,,7,10.08
100890000000,10.08.90.00.00.00, الفصل الحادي عشر,,,,,7,10.08
110100100000,11.01.00.10.00.00, .)دقيق حبوب (عدا دقيق الحنطة (قمح) أو دقيق خليط الحنطة مع شيلم,,,,,33,11.01
110100200000,11.01.00.20.00.00, .)دقيق حبوب (عدا دقيق الحنطة (قمح) أو دقيق خليط الحنطة مع شيلم دقيق ذرة: غيرها دقيق شعير- - دقيق شوفان- - دقيق حبوب السورغوم- - دقيق حنطة سوداء- - دقيق دخن- - دقيق أرز- - غيرها- - .جريش وسميد وكريات مكتلة من حبوب,,,,,33,11.01
110220000000,11.02.20.00.00.00,,,,,,33,11.02
110290100000,11.02.90.10.00.00,,,,,,33,11.02
110290200000,11.02.90.20.00.00,,,,,,33,11.02
110290300000,11.02.90.30.00.00,,,,,,33,11.02
110290400000,11.02.90.40.00.00,,,,,,33,11.02
110290500000,11.02.90.50.00.00, 11.03,,,,,33,11.02
110290600000,11.02.90.60.00.00, 11.03,,,,,33,11.02
110290900000,11.02.90.90.00.00, 11.03,,,,,33,11.02
110311100000,11.03.11.10.00.00,,,,,,33,11.03
110311200000,11.03.11.20.00.00,,,,,,33,11.03
110313100000,11.03.13.10.00.00,,,,,,33,11.03
110313200000,11.03.13.20.00.00,,,,,,33,11.03
110319100000,11.03.19.10.00.00,,,,,,33,11.03
110319200000,11.03.19.20.00.00,,,,,,33,11.03
110319300000,11.03.19.30.00.00,,,,,,33,11.03
110319400000,11.03.19.40.00.00,,,,,,33,11.03
110319500000,11.03.19.50.00.00,,,,,,33,11.03
110319900000,11.03.19.90.00.00, حبوب مشغولة بطريقة أخرى ( مثال مقشورة أو مفلطحة أو مدورة أو مقطعة أو,,,,,33,11.03
110320000000,11.03.20.00.00.00, حبوب مشغولة بطريقة أخرى ( مثال مقشورة أو مفلطحة أو مدورة أو مقطعة أو كامل، ؛ نبت الحبوب10.06 باستثناء األرز الداخل في البند،)مكسرة بشكل رقائق,,,,,33,11.03
110412000000,11.04.12.00.00.00,,,,,,33,11.04
110419100000,11.04.19.10.00.00,,,,,,33,11.04
110419200000,11.04.19.20.00.00,,,,,,33,11.04
110419300000,11.04.19.30.00.00,,,,,,33,11.04
110419400000,11.04.19.40.00.00,,,,,,33,11.04
110419500000,11.04.19.50.00.00,,,,,,33,11.04
110419600000,11.04.19.60.00.00, : ) حبوب أخر مشغولة (مثال مقشورة أو مدورة أو مقطعة أو مكسرة من شوفان- من ذرة- : من حبوب أخر- ) من حنطة (قمح- - من شيلم- - من حنطة سوداء- - من دخن- - من حبوب السورغوم- - من حبوب أخر- - -,,,,,33,11.04
110419900000,11.04.19.90.00.00, : ) حبوب أخر مشغولة (مثال مقشورة أو مدورة أو مقطعة أو مكسرة من شوفان- من ذرة- : من حبوب أخر- ) من حنطة (قمح- - من شيلم- - من حنطة سوداء- - من دخن- - من حبوب السورغوم- - من حبوب أخر- - -,,,,,33,11.04
110422000000,11.04.22.00.00.00, كامل أو مفلطح أو بشكل رقائق أو مطحون، نبت الحبوب-,,,,,33,11.04
110423000000,11.04.23.00.00.00, كامل أو مفلطح أو بشكل رقائق أو مطحون، نبت الحبوب-,,,,,33,11.04
110430000000,11.04.30.00.00.00,,,,,,33,11.04
110429100000,11.04.29.10.00.00,,,,,,33,11.04
110429200000,11.04.29.20.00.00,,,,,,33,11.04
110429300000,11.04.29.30.00.00,,,,,,33,11.04
110429400000,11.04.29.40.00.00,,,,,,33,11.04
110429500000,11.04.29.50.00.00, B,,,,,33,11.04
110429900000,11.04.29.90.00.00, B,,,,,33,11.04
110510100000,11.05.10.10.00.00,,,,,,7,08.01
110510200000,11.05.10.20.00.00,,,,,,7,08.01
110510300000,11.05.10.30.00.00,,,,,,7,08.01
110520100000,11.05.20.10.00.00,,,,,,7,08.01
110520200000,11.05.20.20.00.00, دقيق،07.13 دقيق وسميد ومساحيق البقول القرنية اليابسة الداخلة في البند,,,,,7,08.01
110520300000,11.05.20.30.00.00, دقيق،07.13 دقيق وسميد ومساحيق البقول القرنية اليابسة الداخلة في البند وسميد ومسحوق لب النخل الهندي (ساجو) ودقيق وسميد ومسحوق الجذور,,,,,7,08.01
110610110000,11.06.10.11.00.00,,,,,,7,07.13
110610120000,11.06.10.12.00.00,,,,,,7,07.13
110610130000,11.06.10.13.00.00,,,,,,7,07.13
110610140000,11.06.10.14.00.00,,,,,,7,07.13
110610150000,11.06.10.15.00.00,,,,,,7,07.13
110610160000,11.06.10.16.00.00,,,,,,7,07.13
110610190000,11.06.10.19.00.00,,,,,,7,07.13
110610210000,11.06.10.21.00.00,,,,,,7,07.13
110610220000,11.06.10.22.00.00,,,,,,7,07.13
110610230000,11.06.10.23.00.00,,,,,,7,07.13
110610240000,11.06.10.24.00.00,,,,,,7,07.13
110610250000,11.06.10.25.00.00,,,,,,7,07.13
110610260000,11.06.10.26.00.00, : 07.14 من الساجو أو الجذور والدرنات الداخلة في البند دقيق الساجو- - 11 06 20 10 00 00,,,,,7,07.13
110610290000,11.06.10.29.00.00, : 07.14 من الساجو أو الجذور والدرنات الداخلة في البند دقيق الساجو- - 11 06 20 10 00 00 سميد الساجو- - 11 06 20 20 00 00,,,,,7,07.13
110819200000,11.08.19.20.00.00, ) نشاء لب النخل الهندي (ساجو- - 11 08 19 30 00 00 أنواع نشاء أخر- - 11 08 19 90 00 00 إينولين11 08 20 00 00 00,,,,,7,07.14
110900000001,11.09.00.00.00.01, جلوتين الحنطة (القمح) جاف الفصل الثاني عشر,,,,,7,07.14
110900000002,11.09.00.00.00.02, الفصل الثاني عشر حبوب وبذور وأثمار زيتية ؛ حبوب وبذور وأثمار منوعة ؛ نباتات للصناعة أو للطب ؛ قش وعلف,,,,,7,07.14
120721000000,12.07.21.00.00.00,,,,,,10,12.01
120729000000,12.07.29.00.00.00,,,,,,10,12.01
120730000000,12.07.30.00.00.00,,,,,,10,12.01
120740000000,12.07.40.00.00.00,,,,,,10,12.01
120750000000,12.07.50.00.00.00,,,,,,10,12.01
120760000000,12.07.60.00.00.00,,,,,,10,12.01
120770000000,12.07.70.00.00.00,,,,,,10,12.01
120791000000,12.07.91.00.00.00,,,,,,10,12.01
120799200000,12.07.99.20.00.00, A,,,,,10,12.01
120710000001,12.07.10.00.00.01, بذور قنب- - بذور اللبان- - غيرها- - -,,,,,10,12.01
120710000002,12.07.10.00.00.02, بذور قنب- - بذور اللبان- - غيرها- - -,,,,,10,12.01
120799300000,12.07.99.30.00.00, . عدا دقيق وسميد الخردل،دقيق وسميد بذور وثمار زيتية,,,,,10,12.01
120799900000,12.07.99.90.00.00, . عدا دقيق وسميد الخردل،دقيق وسميد بذور وثمار زيتية : من فول الصويادقيق من فول الصويا,,,,,10,12.01
120810000001,12.08.10.00.00.01,,,,,,10,12.08
120810000002,12.08.10.00.00.02, .بذور وثمار ونوى معده للبذار,,,,,10,12.08
120890000000,12.08.90.00.00.00, .بذور وثمار ونوى معده للبذار,,,,,10,12.08
120910000000,12.09.10.00.00.00, ) L. بذور تف الكنتكي ( بو براتنسيس- -,,,,,10,12.09
120924000000,12.09.24.00.00.00, ) L. لوليام بيرين، بذور زوان الجودار ( لوليام ملتفلورم الم- -,,,,,10,12.09
120925000000,12.09.25.00.00.00, : غيرها- ترمس- - غيرها- - -,,,,,10,12.09
120929100000,12.09.29.10.00.00, بذور نباتات عشبية تزرع أساسا ً من أجل أزهارها-,,,,,10,12.09
120929900000,12.09.29.90.00.00, بذور نباتات عشبية تزرع أساسا ً من أجل أزهارها-,,,,,10,12.09
120930000000,12.09.30.00.00.00, : غيرها: بذور خضر- بذور طماطم- - بذور كراث- - بذور فجل- - بذور جزر- - بذور خيار- - بذور كوسه- - بذور قرع- - بذور باذنجان- - : غيرها- - بذور خس- - - بذور جرجير- - - -,,,,,10,12.09
120921000000,12.09.21.00.00.00,,,,,,10,12.09
120922000000,12.09.22.00.00.00,,,,,,10,12.09
120923000000,12.09.23.00.00.00,,,,,,10,12.09
120991100000,12.09.91.10.00.00,,,,,,10,12.09
120991200000,12.09.91.20.00.00,,,,,,10,12.09
120991300000,12.09.91.30.00.00,,,,,,10,12.09
120991400000,12.09.91.40.00.00,,,,,,10,12.09
120991500000,12.09.91.50.00.00,,,,,,10,12.09
120991600000,12.09.91.60.00.00,,,,,,10,12.09
120991700000,12.09.91.70.00.00,,,,,,10,12.09
120991800000,12.09.91.80.00.00,,,,,,10,12.09
120991910000,12.09.91.91.00.00, ) بذور فلفل (من جنس كابسيكوم أو بيمنتما- - - -,,,,,10,12.09
120991920000,12.09.91.92.00.00, ) بذور فلفل (من جنس كابسيكوم أو بيمنتما- - - -,,,,,10,12.09
120991930000,12.09.91.93.00.00, غيرها- - - غيرها- -,,,,,10,12.09
120991990000,12.09.91.99.00.00, وإن كانت مجروشة أو مسحوقة، أو مجففة، طازجة،أثمار (أقماع) حشيشة الدينار,,,,,10,12.09
120999000000,12.09.99.00.00.00, وإن كانت مجروشة أو مسحوقة، أو مجففة، طازجة،أثمار (أقماع) حشيشة الدينار .أو بشكل كريات مكتلة؛ غبار حشيشة الدينار,,,,,10,12.09
121010000000,12.10.10.00.00.00, أثمار (أقماع) حشيشة الدينار مجروشة أو مسحوقة أو بشكل كريات مكتلة؛ غبارحشيشة الدينار أثمار (أقماع) حشيشة الدينار مجروشة أو مسحوقة أو بشكل كريات مكتلة- - -,,,,,10,12.10
121020100000,12.10.20.10.00.00, غبار حشيشة الدينار- - -,,,,,10,12.10
121020200000,12.10.20.20.00.00, من النوع المستعمل أساسا ً في،) (بما فيها البذور واألثمار،نباتات وأجزاؤها أو الطفيليات أو،صناعة العطور أو في الصيدلة أو ألغراض إبادة الحشرات,,,,,10,12.10
121120000000,12.11.20.00.00.00, - Coca leaf,,,,,10,12.11
121130000000,12.11.30.00.00.00, قش خشخاش ايفيدرا) قشور الكرز اإلفريقي (برونوس افريكانا: غيرها: ) حبة البركة (حبه سوداء- - حبة البركة كاملة أو مقطعة أو مكسرة حبة البركة مسحوقة,,,,,10,12.11
121140000000,12.11.40.00.00.00, - Poppy straw - Ephedra,,,,,10,12.11
120799100000,12.07.99.10.00.00,,,,,,10,12.07
120510000000,12.05.10.00.00.00,,,,,,10,12.07
120590000000,12.05.90.00.00.00, . وإن كانت مكسرة،أثمار وبذور زيتية أخر,,,,,10,12.07
120600000000,12.06.00.00.00.00, . وإن كانت مكسرة،أثمار وبذور زيتية أخر : ثمار ونوى النخيلثمار النخيل,,,,,10,12.07
120241000000,12.02.41.00.00.00,,,,,,10,12.05
120242000000,12.02.42.00.00.00,,,,,,10,12.05
120300000000,12.03.00.00.00.00, - - - Poppy,,,,,10,12.05
120400000000,12.04.00.00.00.00, - - - Poppy,,,,,10,12.05
120230000000,12.02.30.00.00.00, : غيرها- -,,,,,10,12.02
120190100000,12.01.90.10.00.00, - - Other:,,,,,10,12.02
120190200000,12.01.90.20.00.00, - - Other:,,,,,10,12.02
120110000000,12.01.10.00.00.00, .ً وإن كان مقشورا ً أو مكسرا، غير محمص أو مطبوخ بطريقة أخرى،فول سوداني,,,,,10,12.02
121150000000,12.11.50.00.00.00, خشخاش أسود- - -,,,,,10,12.02
121160000000,12.11.60.00.00.00, خشخاش أسود- - -,,,,,10,12.02
121190100001,12.11.90.10.00.01,,,,,,10,12.02
121190100002,12.11.90.10.00.02, شظايا وقطع خشب العود وخشب الصندل وأخشاب بخور أخر- - -,,,,,10,12.02
121190200000,12.11.90.20.00.00, شظايا وقطع خشب العود وخشب الصندل وأخشاب بخور أخر- - -,,,,,10,12.02
121190300000,12.11.90.30.00.00, نعناع- - كركديه- - -,,,,,10,12.02
121190400000,12.11.90.40.00.00,,,,,,10,12.02
121190500000,12.11.90.50.00.00, قنب هندي- - أعواد السواك- - -,,,,,10,12.02
121190600000,12.11.90.60.00.00, قنب هندي- - أعواد السواك- - -,,,,,10,12.02
121190700000,12.11.90.70.00.00, - - - Indian betel leaves : P,,,,,10,12.02
121190810000,12.11.90.81.00.00, غيرها من اوراق التمبول الهندي- - - : غيرها- - نبات القات- - - -,,,,,10,12.02
121190890000,12.11.90.89.00.00, : غيرها- - - أوراق حبق,,,,,10,12.02
121190910000,12.11.90.91.00.00, : غيرها- - - أوراق حبق أوراق ريحان,,,,,10,12.02
121190990001,12.11.90.99.00.01,,,,,,10,12.02
121190990002,12.11.90.99.00.02,,,,,,10,12.02
121190990003,12.11.90.99.00.03,,,,,,10,12.02
121190990004,12.11.90.99.00.04, أوراق اكليل الجبل طازجة,,,,,10,12.02
121190990005,12.11.90.99.00.05, أوراق اكليل الجبل طازجة,,,,,10,12.02
121190990006,12.11.90.99.00.06," Rosemaries leaves, dried",,,,,10,12.02
121190990009,12.11.90.99.00.09," Liquorice leaves, fresh",,,,,10,12.02
121190990013,12.11.90.99.00.13, )أوراق الخزامى (الفندر,,,,,10,12.02
121190990016,12.11.90.99.00.16, )نبتة القديسين (العرن المثقوب,,,,,10,12.02
121190990017,12.11.90.99.00.17, أوراق مرقدوش أوراق الصندل,,,,,10,12.02
121190990018,12.11.90.99.00.18,,,,,,10,12.02
121190990019,12.11.90.99.00.19,,,,,,10,12.02
121190990020,12.11.90.99.00.20," Other plants, of a kind used primarily in perfumery,",,,,,10,12.02
121190990021,12.11.90.99.00.21," Other plants, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar",,,,,10,12.02
121190990099,12.11.90.99.00.99," Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or",,,,,10,12.02
121221000000,12.12.21.00.00.00,,,,,,33,12.12
121229000000,12.12.29.00.00.00,,,,,,33,12.12
121291000000,12.12.91.00.00.00,,,,,,33,12.12
121292000000,12.12.92.00.00.00,,,,,,33,12.12
121293000001,12.12.93.00.00.01,,,,,,33,12.12
121293000002,12.12.93.00.00.02,,,,,,33,12.12
121293009999,12.12.93.00.99.99,,,,,,33,12.12
121294000000,12.12.94.00.00.00,,,,,,33,12.12
121299100001,12.12.99.10.00.01,,,,,,33,12.12
121299100002,12.12.99.10.00.02,,,,,,33,12.12
121299400001,12.12.99.40.00.01,,,,,,33,12.12
121299400002,12.12.99.40.00.02,,,,,,33,12.12
121299400003,12.12.99.40.00.03,,,,,,33,12.12
121299500001,12.12.99.50.00.01,,,,,,33,12.12
121299500002,12.12.99.50.00.02,,,,,,33,12.12
121299500003,12.12.99.50.00.03,,,,,,33,12.12
121299500004,12.12.99.50.00.04, مطحونة أو، خام وإن كانت مهشمة،قش وتبن وعصافات ( قشور) حبوب,,,,,33,12.12
121299900000,12.12.99.90.00.00, مطحونة أو، خام وإن كانت مهشمة،قش وتبن وعصافات ( قشور) حبوب . مضغوطة أو بشكل كريات مكتلة,,,,,33,12.12
121300100006,12.13.00.10.00.06,,,,,,33,12.13
121300100007,12.13.00.10.00.07,,,,,,33,12.13
121300100008,12.13.00.10.00.08,,,,,,33,12.13
121300109999,12.13.00.10.99.99, ملفوف لفتي علفي وشوندر (بنجر) علفي وجذور علفية وكأل وبرسيم (فصه) ونفل,,,,,33,12.13
121300900000,12.13.00.90.00.00, ملفوف لفتي علفي وشوندر (بنجر) علفي وجذور علفية وكأل وبرسيم (فصه) ونفل وكرنب علفي وترمس وكرسنة (بيقيه) ومنتجات علفية مماثلة و إن كانت بشكل,,,,,33,12.13
121490900001,12.14.90.90.00.01, برسيم باستثناء المسحوق والمكتل حشيشة الرودس,,,,,33,12.14
121490900002,12.14.90.90.00.02, حشيشة الرودس )حشيشة السودان (سورغم,,,,,33,12.14
121490900003,12.14.90.90.00.03, )حشيشة السودان (سورغم غيرها,,,,,33,12.14
121490900004,12.14.90.90.00.04, غيرها الفصل الثالث عشر,,,,,33,12.14
121490909999,12.14.90.90.99.99, الفصل الثالث عشر صمغ اللك ؛ صموغ وراتنجات وغيرها من عصارات وخالصات نباتية : مالحظـات,,,,,33,12.14
130120000000,13.01.20.00.00.00, (بند .)40.01,,,,,33,13.01
130190100000,13.01.90.10.00.00,,,,,,33,40.01
130190200000,13.01.90.20.00.00,,,,,,33,40.01
130190300000,13.01.90.30.00.00,,,,,,33,40.01
130190400000,13.01.90.40.00.00,,,,,,33,40.01
130190500000,13.01.90.50.00.00, - - -لبان ذكر,,,,,33,40.01
130190600000,13.01.90.60.00.00, - - -لبان ذكر,,,,,33,40.01
130190700000,13.01.90.70.00.00, - - -لبان بخور,,,,,33,40.01
130190800000,13.01.90.80.00.00, - - -لبان المى,,,,,33,40.01
130190910000,13.01.90.91.00.00,,,,,,33,40.01
130190920000,13.01.90.92.00.00,,,,,,33,40.01
130190930000,13.01.90.93.00.00, - -غيرها : - - -صموغ راتنجية - - -صموغ زيتية - - -بالسم طبيعية - - - -غيرها,,,,,33,40.01
130190990000,13.01.90.99.00.00, - -غيرها : - - -صموغ راتنجية - - -صموغ زيتية - - -بالسم طبيعية - - - -غيرها,,,,,33,40.01
130212000000,13.02.12.00.00.00,,,,,,33,40.01
130213000000,13.02.13.00.00.00, -من عرق السوس -من حشيشة الدينار -من ايفيدرا - -غيرها:,,,,,33,40.01
130214000000,13.02.14.00.00.00, -من عرق السوس -من حشيشة الدينار -من ايفيدرا - -غيرها:,,,,,33,40.01
130219100000,13.02.19.10.00.00, - - -حشيش,,,,,33,40.01
130219200000,13.02.19.20.00.00,,,,,,33,40.01
130219300000,13.02.19.30.00.00,,,,,,33,40.01
130219400000,13.02.19.40.00.00,,,,,,33,40.01
130219500000,13.02.19.50.00.00,,,,,,33,40.01
130219600000,13.02.19.60.00.00, -مواد مخاطية ومكثفات مشتقة من منتجات نباتية ،وإن كانت معدله:,,,,,33,40.01
130219700000,13.02.19.70.00.00, -مواد مخاطية ومكثفات مشتقة من منتجات نباتية ،وإن كانت معدله:,,,,,33,40.01
130231100000,13.02.31.10.00.00, -آجار-آجار : - -آجار -آجار للصناعات الغذائية - - -آجار -آجار للصناعات الدوائية,,,,,33,40.01
130231200000,13.02.31.20.00.00, -آجار-آجار : - -آجار -آجار للصناعات الغذائية - - -آجار -آجار للصناعات الدوائية,,,,,33,40.01
130231900000,13.02.31.90.00.00, - - -آجار -آجار لغيرها من الصناعات واالستعماالت االخر,,,,,33,40.01
130232000000,13.02.32.00.00.00, -مواد مخاطية ومكثفات مشتقة من الخرنوب أو بذوره أو من بذور الجوار وإنكانت معدلة,,,,,33,40.01
140110000000,14.01.10.00.00.00,,,,,,14,14.01
140120000000,14.01.20.00.00.00,,,,,,14,14.01
140190100000,14.01.90.10.00.00, ][14.02,,,,,14,14.01
140190200000,14.01.90.20.00.00, ][14.02 ][14.03,,,,,14,14.01
140190900000,14.01.90.90.00.00, ][14.02 ][14.03,,,,,14,14.01
140420000000,14.04.20.00.00.00,,,,,,14,14.03
140490100000,14.04.90.10.00.00, A,,,,,14,14.03
140490200001,14.04.90.20.00.01, حناء مسحوق غيرها من حناء عدا المجفف أو المسحوق,,,,,15,15.18
140490200002,14.04.90.20.00.02, غيرها من حناء عدا المجفف أو المسحوق - -غيرها14 04 90 90 00 00,,,,,15,15.18
140490209999,14.04.90.20.99.99, - -غيرها14 04 90 90 00 00 القسم الثالث شحوم ودهون وزيوت حيوانية أو نباتية أو ميكروبية ومنتجات تفككها؛ دهون غذائية محضرة؛ شموع من أصل حيواني أو نباتي,,,,,15,15.18
130219910000,13.02.19.91.00.00,,,,,,15,14.04
130219920000,13.02.19.92.00.00,,,,,,15,14.04
130219930000,13.02.19.93.00.00,,,,,,15,14.04
130219990000,13.02.19.99.00.00, فـئة الرسم,,,,,15,14.04
130220000000,13.02.20.00.00.00, فـئة الرسم DUTY RATE,,,,,15,14.04
150110000000,15.01.10.00.00.00,,,,,,15,15.01
150120000000,15.01.20.00.00.00,,,,,,15,15.01
150190100000,15.01.90.10.00.00, .15.03 شحوم ودهون فصائل البقر أو الضأن أو الماعز عدا الداخلة في البند,,,,,15,15.01
150190200000,15.01.90.20.00.00, .15.03 شحوم ودهون فصائل البقر أو الضأن أو الماعز عدا الداخلة في البند شحم األمعاء: غيرها غيرها من شحوم ودهون فصائل البقر- - غيرها من شحوم ودهون فصائل الضأن والماعز- - -,,,,,15,15.01
150210000000,15.02.10.00.00.00,,,,,,15,15.02
150290100000,15.02.90.10.00.00, وزيت دهن،ستيارين دهن وشحم الخنزير وزيت دهن الخنزير وستيارين زيتي,,,,,15,15.02
150290200000,15.02.90.20.00.00, وزيت دهن،ستيارين دهن وشحم الخنزير وزيت دهن الخنزير وستيارين زيتي . غير مستحلبة أو مخلوطة أو محضرة بأي طرق أخرى،وشحم ومرجرين زيتي,,,,,15,15.02
150300110000,15.03.00.11.00.00,,,,,,15,15.03
150300120000,15.03.00.12.00.00,,,,,,15,15.03
150300190000,15.03.00.19.00.00,,,,,,15,15.03
150300210000,15.03.00.21.00.00,,,,,,15,15.03
